contract_code,option_side,strike_price,bid,ask,delta,underlying_spot
US.PEP260731C123000,CALL,123.0,19.1,22.4,0.958715377,143.5
US.PEP260731C124000,CALL,124.0,17.6,21.0,0.0,143.5
US.PEP260731C125000,CALL,125.0,17.1,20.0,0.990870694,143.5
US.PEP260731C126000,CALL,126.0,16.1,19.0,0.990473898,143.5
US.PEP260731C127000,CALL,127.0,15.15,17.55,0.0,143.5
US.PEP260731C128000,CALL,128.0,14.1,17.25,0.961296864,143.5
US.PEP260731C129000,CALL,129.0,13.45,15.7,0.981520533,143.5
US.PEP260731C130000,CALL,130.0,12.25,15.25,0.943523778,143.5
US.PEP260731C131000,CALL,131.0,11.2,13.55,0.0,143.5
US.PEP260731C132000,CALL,132.0,10.45,12.75,0.970304817,143.5
US.PEP260731C133000,CALL,133.0,8.6,11.75,0.0,143.5
US.PEP260731C134000,CALL,134.0,8.45,10.7,0.974490499,143.5
US.PEP260731C135000,CALL,135.0,7.65,9.7,0.940149804,143.5
US.PEP260731C136000,CALL,136.0,6.2,8.7,0.0,143.5
US.PEP260731C137000,CALL,137.0,5.4,7.75,0.966262921,143.5
US.PEP260731C138000,CALL,138.0,4.6,6.8,0.911667458,143.5
US.PEP260731C139000,CALL,139.0,3.8,5.55,0.908832722,143.5
US.PEP260731C140000,CALL,140.0,3.25,4.1,0.893561185,143.5
US.PEP260731C141000,CALL,141.0,2.51,3.4,0.779842808,143.5
US.PEP260731C142000,CALL,142.0,1.83,3.4,0.642081955,143.5
US.PEP260731C143000,CALL,143.0,1.25,1.77,0.572131473,143.5
US.PEP260731C144000,CALL,144.0,0.78,1.46,0.448773445,143.5
US.PEP260731C145000,CALL,145.0,0.55,0.93,0.336037129,143.5
US.PEP260731C146000,CALL,146.0,0.23,0.68,0.235217857,143.5
US.PEP260731C147000,CALL,147.0,0.18,0.4,0.16177524,143.5
US.PEP260731C148000,CALL,148.0,0.06,0.2,0.08803726,143.5
US.PEP260731C149000,CALL,149.0,0.01,0.53,0.121925021,143.5
US.PEP260731C150000,CALL,150.0,0.0,0.1,0.010744493,143.5
US.PEP260731C152500,CALL,152.5,0.0,0.05,0.028859902,143.5
US.PEP260731C155000,CALL,155.0,0.0,0.11,0.006940124,143.5
US.PEP260731C157500,CALL,157.5,0.0,0.01,0.005972061,143.5
US.PEP260731C160000,CALL,160.0,0.0,0.01,0.005270596,143.5
US.PEP260731C162500,CALL,162.5,0.0,2.13,0.003942871,143.5
US.PEP260731C165000,CALL,165.0,0.0,0.01,0.001442035,143.5
US.PEP260731C167500,CALL,167.5,0.0,2.13,0.029937045,143.5
US.PEP260731C170000,CALL,170.0,0.0,0.01,0.000181006,143.5
US.PEP260731C175000,CALL,175.0,0.0,0.13,0.02793206,143.5
US.PEP260731C180000,CALL,180.0,0.0,0.09,0.029160963,143.5
US.PEP260731C185000,CALL,185.0,0.0,0.09,0.025799047,143.5
US.PEP260731C190000,CALL,190.0,0.0,0.09,0.028212524,143.5
US.PEP260731C195000,CALL,195.0,0.0,0.09,0.026539781,143.5
US.PEP260731C200000,CALL,200.0,0.0,0.01,3.7598e-05,143.5
US.PEP260731C90000,CALL,90.0,51.6,55.45,0.998779163,143.5
US.PEP260731C95000,CALL,95.0,47.5,49.95,0.982049463,143.5
US.PEP260731P100000,PUT,100.0,0.0,0.2,-3.2749e-05,143.5
US.PEP260731P105000,PUT,105.0,0.0,0.1,-0.013096585,143.5
US.PEP260731P110000,PUT,110.0,0.0,2.13,-0.004217471,143.5
US.PEP260731P115000,PUT,115.0,0.0,0.1,-0.003181054,143.5
US.PEP260731P120000,PUT,120.0,0.0,0.01,-0.005313055,143.5
US.PEP260731P122000,PUT,122.0,0.0,2.13,-0.00635623,143.5
US.PEP260731P123000,PUT,123.0,0.0,2.13,-0.006950243,143.5
US.PEP260731P124000,PUT,124.0,0.0,0.06,-0.007591837,143.5
US.PEP260731P125000,PUT,125.0,0.0,0.05,-0.00828781,143.5
US.PEP260731P126000,PUT,126.0,0.0,0.06,-0.00904638,143.5
US.PEP260731P127000,PUT,127.0,0.0,0.06,-0.009877592,143.5
US.PEP260731P128000,PUT,128.0,0.0,0.01,-0.004877164,143.5
US.PEP260731P129000,PUT,129.0,0.0,0.05,-0.005169865,143.5
US.PEP260731P130000,PUT,130.0,0.0,0.06,-0.005500357,143.5
US.PEP260731P131000,PUT,131.0,0.0,0.05,-0.005877007,143.5
US.PEP260731P132000,PUT,132.0,0.0,0.05,-0.010933098,143.5
US.PEP260731P133000,PUT,133.0,0.01,0.05,-0.01610508,143.5
US.PEP260731P134000,PUT,134.0,0.0,0.05,-0.012788697,143.5
US.PEP260731P135000,PUT,135.0,0.01,0.13,-0.035476915,143.5
US.PEP260731P136000,PUT,136.0,0.02,0.36,-0.076134705,143.5
US.PEP260731P137000,PUT,137.0,0.01,0.29,-0.072046712,143.5
US.PEP260731P138000,PUT,138.0,0.0,0.8,-0.061925305,143.5
US.PEP260731P139000,PUT,139.0,0.01,0.53,-0.129284935,143.5
US.PEP260731P140000,PUT,140.0,0.14,0.35,-0.141341726,143.5
US.PEP260731P141000,PUT,141.0,0.0,0.65,-0.220518911,143.5
US.PEP260731P142000,PUT,142.0,0.38,1.11,-0.324719393,143.5
US.PEP260731P143000,PUT,143.0,0.68,1.1,-0.422814438,143.5
US.PEP260731P144000,PUT,144.0,1.12,2.02,-0.552642705,143.5
US.PEP260731P145000,PUT,145.0,1.56,3.05,-0.653097523,143.5
US.PEP260731P146000,PUT,146.0,2.1,4.05,-0.736706584,143.5
US.PEP260731P147000,PUT,147.0,3.0,4.55,-0.836298034,143.5
US.PEP260731P148000,PUT,148.0,3.6,5.7,-0.896081362,143.5
US.PEP260731P149000,PUT,149.0,4.45,6.65,-0.950565349,143.5
US.PEP260731P150000,PUT,150.0,5.55,7.5,-0.970164353,143.5
US.PEP260731P152500,PUT,152.5,8.0,10.4,-0.919119555,143.5
US.PEP260731P155000,PUT,155.0,10.35,12.7,-0.980079155,143.5
US.PEP260731P157500,PUT,157.5,12.85,15.05,0.0,143.5
US.PEP260731P160000,PUT,160.0,14.85,18.3,-0.969940459,143.5
US.PEP260731P162500,PUT,162.5,17.35,20.4,0.0,143.5
US.PEP260731P165000,PUT,165.0,20.1,22.9,-0.999999999,143.5
US.PEP260731P167500,PUT,167.5,22.9,25.45,-0.959466319,143.5
US.PEP260731P170000,PUT,170.0,25.35,28.45,-0.93467962,143.5
US.PEP260731P175000,PUT,175.0,29.85,33.1,0.0,143.5
US.PEP260731P180000,PUT,180.0,34.85,37.7,0.0,143.5
US.PEP260731P185000,PUT,185.0,39.85,42.7,0.0,143.5
US.PEP260731P190000,PUT,190.0,44.85,47.7,0.0,143.5
US.PEP260731P195000,PUT,195.0,49.85,52.7,0.0,143.5
US.PEP260731P200000,PUT,200.0,54.9,57.9,0.0,143.5
US.PEP260731P90000,PUT,90.0,0.0,0.01,-2.5822e-05,143.5
US.PEP260731P95000,PUT,95.0,0.0,0.2,-2.896e-05,143.5
US.PEP260807C100000,CALL,100.0,41.7,45.5,0.998543075,143.5
US.PEP260807C105000,CALL,105.0,36.7,40.55,0.995180666,143.5
US.PEP260807C110000,CALL,110.0,31.75,35.3,0.0,143.5
US.PEP260807C115000,CALL,115.0,27.2,30.35,0.974594777,143.5
US.PEP260807C120000,CALL,120.0,22.2,25.35,0.970669323,143.5
US.PEP260807C122000,CALL,122.0,20.45,23.3,0.956227762,143.5
US.PEP260807C123000,CALL,123.0,18.7,22.35,0.0,143.5
US.PEP260807C124000,CALL,124.0,17.7,21.1,0.0,143.5
US.PEP260807C125000,CALL,125.0,17.5,20.1,0.961360516,143.5
US.PEP260807C126000,CALL,126.0,16.5,19.05,0.963701756,143.5
US.PEP260807C127000,CALL,127.0,14.75,18.4,0.0,143.5
US.PEP260807C128000,CALL,128.0,14.25,17.4,0.952143323,143.5
US.PEP260807C129000,CALL,129.0,13.25,16.15,0.974047769,143.5
US.PEP260807C130000,CALL,130.0,12.45,15.35,0.935256959,143.5
US.PEP260807C131000,CALL,131.0,10.75,14.35,0.0,143.5
US.PEP260807C132000,CALL,132.0,9.8,13.2,0.0,143.5
US.PEP260807C133000,CALL,133.0,8.8,12.45,0.998068133,143.5
US.PEP260807C134000,CALL,134.0,8.7,10.9,0.938778886,143.5
US.PEP260807C135000,CALL,135.0,7.55,9.95,0.947293431,143.5
US.PEP260807C136000,CALL,136.0,6.95,9.05,0.886090775,143.5
US.PEP260807C137000,CALL,137.0,6.3,8.55,0.816184647,143.5
US.PEP260807C138000,CALL,138.0,5.05,7.1,0.849815026,143.5
US.PEP260807C139000,CALL,139.0,4.2,6.3,0.804267538,143.5
US.PEP260807C140000,CALL,140.0,3.8,5.2,0.748109829,143.5
US.PEP260807C141000,CALL,141.0,3.15,4.15,0.699835222,143.5
US.PEP260807C142000,CALL,142.0,3.1,3.55,0.614043583,143.5
US.PEP260807C143000,CALL,143.0,2.31,2.96,0.551541849,143.5
US.PEP260807C144000,CALL,144.0,1.93,2.43,0.48345405,143.5
US.PEP260807C145000,CALL,145.0,1.49,2.08,0.418583092,143.5
US.PEP260807C146000,CALL,146.0,1.23,1.53,0.353385026,143.5
US.PEP260807C147000,CALL,147.0,0.69,1.39,0.290779653,143.5
US.PEP260807C148000,CALL,148.0,0.52,1.07,0.236912328,143.5
US.PEP260807C149000,CALL,149.0,0.5,0.76,0.194428342,143.5
US.PEP260807C150000,CALL,150.0,0.18,0.8,0.157240389,143.5
US.PEP260807C152500,CALL,152.5,0.17,0.45,0.100776556,143.5
US.PEP260807C155000,CALL,155.0,0.0,0.3,0.067661656,143.5
US.PEP260807C157500,CALL,157.5,0.01,0.53,0.070791803,143.5
US.PEP260807C160000,CALL,160.0,0.04,2.04,0.148362667,143.5
US.PEP260807C162500,CALL,162.5,0.0,2.14,0.002455339,143.5
US.PEP260807C165000,CALL,165.0,0.0,0.07,0.000825468,143.5
US.PEP260807C167500,CALL,167.5,0.0,2.13,0.000253686,143.5
US.PEP260807C170000,CALL,170.0,0.0,2.13,6.8281e-05,143.5
US.PEP260807C175000,CALL,175.0,0.0,2.13,5.9359e-05,143.5
US.PEP260807C180000,CALL,180.0,0.0,2.13,5.2774e-05,143.5
US.PEP260807C185000,CALL,185.0,0.0,2.13,4.7707e-05,143.5
US.PEP260807C190000,CALL,190.0,0.0,2.13,4.3679e-05,143.5
US.PEP260807C195000,CALL,195.0,0.0,2.13,4.0398e-05,143.5
US.PEP260807C200000,CALL,200.0,0.0,2.13,3.7671e-05,143.5
US.PEP260807C90000,CALL,90.0,51.65,55.6,0.995296991,143.5
US.PEP260807C95000,CALL,95.0,46.7,50.65,0.990670927,143.5
US.PEP260807P100000,PUT,100.0,0.0,0.2,-3.0818e-05,143.5
US.PEP260807P105000,PUT,105.0,0.0,2.13,-3.5015e-05,143.5
US.PEP260807P110000,PUT,110.0,0.0,0.99,-4.0292e-05,143.5
US.PEP260807P115000,PUT,115.0,0.0,0.15,-4.7154e-05,143.5
US.PEP260807P120000,PUT,120.0,0.0,0.53,-0.000158847,143.5
US.PEP260807P122000,PUT,122.0,0.0,2.13,-0.000508748,143.5
US.PEP260807P123000,PUT,123.0,0.0,2.13,-0.000930652,143.5
US.PEP260807P124000,PUT,124.0,0.0,2.13,-0.001603849,143.5
US.PEP260807P125000,PUT,125.0,0.0,0.15,-0.021137034,143.5
US.PEP260807P126000,PUT,126.0,0.0,0.17,-0.004416735,143.5
US.PEP260807P127000,PUT,127.0,0.0,0.75,-0.006995246,143.5
US.PEP260807P128000,PUT,128.0,0.0,2.14,-0.010752048,143.5
US.PEP260807P129000,PUT,129.0,0.0,0.06,-0.016153159,143.5
US.PEP260807P130000,PUT,130.0,0.01,0.08,-0.017751493,143.5
US.PEP260807P131000,PUT,131.0,0.0,0.14,-0.020439074,143.5
US.PEP260807P132000,PUT,132.0,0.0,0.15,-0.024988186,143.5
US.PEP260807P133000,PUT,133.0,0.06,0.34,-0.062039812,143.5
US.PEP260807P134000,PUT,134.0,0.06,0.47,-0.079601852,143.5
US.PEP260807P135000,PUT,135.0,0.07,0.49,-0.088613404,143.5
US.PEP260807P136000,PUT,136.0,0.0,1.03,-0.091773173,143.5
US.PEP260807P137000,PUT,137.0,0.06,2.21,-0.215472598,143.5
US.PEP260807P138000,PUT,138.0,0.32,0.7,-0.160788821,143.5
US.PEP260807P139000,PUT,139.0,0.23,1.23,-0.21063907,143.5
US.PEP260807P140000,PUT,140.0,0.8,1.36,-0.272953253,143.5
US.PEP260807P141000,PUT,141.0,0.98,1.57,-0.32129922,143.5
US.PEP260807P142000,PUT,142.0,1.22,1.85,-0.379685288,143.5
US.PEP260807P143000,PUT,143.0,1.66,2.29,-0.449019904,143.5
US.PEP260807P144000,PUT,144.0,2.09,2.96,-0.518265525,143.5
US.PEP260807P145000,PUT,145.0,2.65,3.35,-0.590212218,143.5
US.PEP260807P146000,PUT,146.0,3.35,4.05,-0.652776821,143.5
US.PEP260807P147000,PUT,147.0,3.75,4.75,-0.731183212,143.5
US.PEP260807P148000,PUT,148.0,4.85,5.9,-0.741946578,143.5
US.PEP260807P149000,PUT,149.0,4.95,6.9,-0.824479453,143.5
US.PEP260807P150000,PUT,150.0,5.8,8.15,-0.830154459,143.5
US.PEP260807P152500,PUT,152.5,8.1,10.55,-0.880523611,143.5
US.PEP260807P155000,PUT,155.0,9.85,12.65,0.0,143.5
US.PEP260807P157500,PUT,157.5,12.1,15.8,0.0,143.5
US.PEP260807P160000,PUT,160.0,15.35,18.05,-0.934631605,143.5
US.PEP260807P162500,PUT,162.5,17.3,20.6,0.0,143.5
US.PEP260807P165000,PUT,165.0,19.7,23.15,0.0,143.5
US.PEP260807P167500,PUT,167.5,22.3,25.55,0.0,143.5
US.PEP260807P170000,PUT,170.0,24.85,28.45,-0.958020891,143.5
US.PEP260807P175000,PUT,175.0,30.35,33.45,-0.933920762,143.5
US.PEP260807P180000,PUT,180.0,34.85,38.2,-0.986789484,143.5
US.PEP260807P185000,PUT,185.0,40.35,43.2,-0.954381154,143.5
US.PEP260807P190000,PUT,190.0,45.2,48.05,-0.972775034,143.5
US.PEP260807P195000,PUT,195.0,49.8,53.1,0.0,143.5
US.PEP260807P200000,PUT,200.0,55.35,58.05,-0.968002839,143.5
US.PEP260807P90000,PUT,90.0,0.0,0.2,-2.4523e-05,143.5
US.PEP260807P95000,PUT,95.0,0.0,0.2,-2.7387e-05,143.5
US.PEP260814C100000,CALL,100.0,42.2,45.7,0.974921892,143.5
US.PEP260814C105000,CALL,105.0,37.3,40.5,0.97611903,143.5
US.PEP260814C110000,CALL,110.0,32.55,35.55,0.961846743,143.5
US.PEP260814C115000,CALL,115.0,27.3,30.4,0.975711758,143.5
US.PEP260814C120000,CALL,120.0,22.55,25.5,0.95286402,143.5
US.PEP260814C122000,CALL,122.0,20.35,23.6,0.955212061,143.5
US.PEP260814C123000,CALL,123.0,19.3,22.25,0.982317914,143.5
US.PEP260814C124000,CALL,124.0,18.35,21.25,0.977218656,143.5
US.PEP260814C125000,CALL,125.0,17.7,20.25,0.95033715,143.5
US.PEP260814C126000,CALL,126.0,16.7,19.25,0.948429584,143.5
US.PEP260814C127000,CALL,127.0,15.4,18.3,0.965474307,143.5
US.PEP260814C128000,CALL,128.0,14.35,17.3,0.968844749,143.5
US.PEP260814C129000,CALL,129.0,12.95,16.3,0.0,143.5
US.PEP260814C130000,CALL,130.0,12.45,15.35,0.951204976,143.5
US.PEP260814C131000,CALL,131.0,11.0,14.0,0.0,143.5
US.PEP260814C132000,CALL,132.0,10.4,13.05,0.995875302,143.5
US.PEP260814C133000,CALL,133.0,9.6,12.1,0.954019844,143.5
US.PEP260814C134000,CALL,134.0,9.0,11.2,0.901775464,143.5
US.PEP260814C135000,CALL,135.0,8.0,10.35,0.88334618,143.5
US.PEP260814C136000,CALL,136.0,7.3,9.4,0.850303788,143.5
US.PEP260814C137000,CALL,137.0,6.75,8.3,0.817688958,143.5
US.PEP260814C138000,CALL,138.0,5.95,7.6,0.777429849,143.5
US.PEP260814C139000,CALL,139.0,5.65,6.25,0.743197044,143.5
US.PEP260814C140000,CALL,140.0,4.7,6.0,0.69228772,143.5
US.PEP260814C141000,CALL,141.0,4.25,4.8,0.653436349,143.5
US.PEP260814C142000,CALL,142.0,3.15,4.3,0.608028503,143.5
US.PEP260814C143000,CALL,143.0,2.78,3.9,0.549877919,143.5
US.PEP260814C144000,CALL,144.0,2.57,3.1,0.496297827,143.5
US.PEP260814C145000,CALL,145.0,2.04,2.62,0.441608518,143.5
US.PEP260814C146000,CALL,146.0,1.82,2.37,0.395773196,143.5
US.PEP260814C147000,CALL,147.0,1.46,1.9,0.343889061,143.5
US.PEP260814C148000,CALL,148.0,1.09,1.55,0.292993021,143.5
US.PEP260814C149000,CALL,149.0,0.92,1.3,0.253746129,143.5
US.PEP260814C150000,CALL,150.0,0.74,1.05,0.214807599,143.5
US.PEP260814C152500,CALL,152.5,0.23,1.14,0.160542131,143.5
US.PEP260814C155000,CALL,155.0,0.0,0.59,0.12192442,143.5
US.PEP260814C157500,CALL,157.5,0.0,2.31,0.067765954,143.5
US.PEP260814C160000,CALL,160.0,0.0,1.0,0.05940727,143.5
US.PEP260814C162500,CALL,162.5,0.0,2.2,0.052724974,143.5
US.PEP260814C165000,CALL,165.0,0.0,0.65,0.047201634,143.5
US.PEP260814C167500,CALL,167.5,0.0,2.16,0.042524422,143.5
US.PEP260814C170000,CALL,170.0,0.0,2.15,0.038485262,143.5
US.PEP260814C175000,CALL,175.0,0.0,2.14,0.03178502,143.5
US.PEP260814C180000,CALL,180.0,0.0,2.13,0.026359199,143.5
US.PEP260814C185000,CALL,185.0,0.0,2.13,0.021787731,143.5
US.PEP260814C190000,CALL,190.0,0.0,2.13,0.017810305,143.5
US.PEP260814C195000,CALL,195.0,0.0,2.13,0.014239873,143.5
US.PEP260814C200000,CALL,200.0,0.0,2.13,0.010972053,143.5
US.PEP260814C90000,CALL,90.0,51.75,55.6,0.996835896,143.5
US.PEP260814C95000,CALL,95.0,46.75,50.7,0.992381653,143.5
US.PEP260814P100000,PUT,100.0,0.0,2.13,-0.000107394,143.5
US.PEP260814P105000,PUT,105.0,0.0,2.13,-0.000695061,143.5
US.PEP260814P110000,PUT,110.0,0.0,0.65,-0.004012755,143.5
US.PEP260814P115000,PUT,115.0,0.01,0.07,-0.008495968,143.5
US.PEP260814P120000,PUT,120.0,0.0,0.12,-0.018095304,143.5
US.PEP260814P122000,PUT,122.0,0.0,0.18,-0.024018312,143.5
US.PEP260814P123000,PUT,123.0,0.0,2.15,-0.027687596,143.5
US.PEP260814P124000,PUT,124.0,0.0,0.2,-0.014112512,143.5
US.PEP260814P125000,PUT,125.0,0.03,0.13,-0.021034966,143.5
US.PEP260814P126000,PUT,126.0,0.0,0.15,-0.041786588,143.5
US.PEP260814P127000,PUT,127.0,0.01,0.45,-0.048853855,143.5
US.PEP260814P128000,PUT,128.0,0.0,2.19,-0.052989142,143.5
US.PEP260814P129000,PUT,129.0,0.04,0.15,-0.028992359,143.5
US.PEP260814P130000,PUT,130.0,0.08,0.2,-0.04034896,143.5
US.PEP260814P131000,PUT,131.0,0.16,0.86,-0.098568576,143.5
US.PEP260814P132000,PUT,132.0,0.05,1.25,-0.119482757,143.5
US.PEP260814P133000,PUT,133.0,0.0,0.81,-0.065601839,143.5
US.PEP260814P134000,PUT,134.0,0.04,0.87,-0.109639312,143.5
US.PEP260814P135000,PUT,135.0,0.3,0.63,-0.118762063,143.5
US.PEP260814P136000,PUT,136.0,0.46,0.96,-0.160063705,143.5
US.PEP260814P137000,PUT,137.0,0.27,0.81,-0.150160393,143.5
US.PEP260814P138000,PUT,138.0,0.72,1.0,-0.20478712,143.5
US.PEP260814P139000,PUT,139.0,1.06,1.25,-0.252080146,143.5
US.PEP260814P140000,PUT,140.0,1.33,1.54,-0.297345747,143.5
US.PEP260814P141000,PUT,141.0,1.65,1.93,-0.347415798,143.5
US.PEP260814P142000,PUT,142.0,1.82,2.31,-0.395622389,143.5
US.PEP260814P143000,PUT,143.0,2.28,2.73,-0.450878039,143.5
US.PEP260814P144000,PUT,144.0,2.84,3.25,-0.506471516,143.5
US.PEP260814P145000,PUT,145.0,3.2,3.9,-0.562703756,143.5
US.PEP260814P146000,PUT,146.0,3.6,4.4,-0.625481124,143.5
US.PEP260814P147000,PUT,147.0,4.3,6.3,-0.64039668,143.5
US.PEP260814P148000,PUT,148.0,5.05,6.25,-0.707589466,143.5
US.PEP260814P149000,PUT,149.0,6.0,7.5,-0.720008043,143.5
US.PEP260814P150000,PUT,150.0,6.65,8.25,-0.76273409,143.5
US.PEP260814P152500,PUT,152.5,8.3,10.7,-0.844286469,143.5
US.PEP260814P155000,PUT,155.0,10.6,12.7,-0.922783389,143.5
US.PEP260814P157500,PUT,157.5,12.85,15.1,0.0,143.5
US.PEP260814P160000,PUT,160.0,14.55,18.45,-0.999999999,143.5
US.PEP260814P162500,PUT,162.5,17.8,20.7,-0.92613658,143.5
US.PEP260814P165000,PUT,165.0,19.7,23.25,0.0,143.5
US.PEP260814P167500,PUT,167.5,22.1,25.7,0.0,143.5
US.PEP260814P170000,PUT,170.0,25.3,28.25,-0.935887028,143.5
US.PEP260814P175000,PUT,175.0,30.3,33.45,-0.931340577,143.5
US.PEP260814P180000,PUT,180.0,35.3,38.2,-0.949097055,143.5
US.PEP260814P185000,PUT,185.0,39.6,43.45,-0.985694671,143.5
US.PEP260814P190000,PUT,190.0,45.3,48.4,-0.946360375,143.5
US.PEP260814P195000,PUT,195.0,49.6,53.15,0.0,143.5
US.PEP260814P200000,PUT,200.0,54.6,58.3,0.0,143.5
US.PEP260814P90000,PUT,90.0,0.0,2.13,-2.2807e-05,143.5
US.PEP260814P95000,PUT,95.0,0.0,2.13,-2.5322e-05,143.5
US.PEP260821C100000,CALL,100.0,42.35,44.95,0.0,143.5
US.PEP260821C105000,CALL,105.0,36.85,40.6,0.0,143.5
US.PEP260821C110000,CALL,110.0,31.9,35.05,0.0,143.5
US.PEP260821C115000,CALL,115.0,26.9,30.5,0.0,143.5
US.PEP260821C120000,CALL,120.0,22.4,25.05,0.0,143.5
US.PEP260821C123000,CALL,123.0,18.95,22.6,0.0,143.5
US.PEP260821C124000,CALL,124.0,18.6,21.55,0.951205986,143.5
US.PEP260821C125000,CALL,125.0,17.65,20.4,0.955924378,143.5
US.PEP260821C126000,CALL,126.0,16.8,19.6,0.933046696,143.5
US.PEP260821C127000,CALL,127.0,15.55,18.1,0.991750152,143.5
US.PEP260821C128000,CALL,128.0,14.8,17.15,0.95878574,143.5
US.PEP260821C129000,CALL,129.0,14.0,16.1,0.94476744,143.5
US.PEP260821C130000,CALL,130.0,13.1,15.25,0.924205483,143.5
US.PEP260821C131000,CALL,131.0,11.95,14.25,0.931377742,143.5
US.PEP260821C132000,CALL,132.0,10.8,13.55,0.916301031,143.5
US.PEP260821C133000,CALL,133.0,10.55,12.55,0.866147999,143.5
US.PEP260821C134000,CALL,134.0,9.65,11.7,0.846362891,143.5
US.PEP260821C135000,CALL,135.0,8.2,10.8,0.855238031,143.5
US.PEP260821C136000,CALL,136.0,7.95,9.2,0.836820639,143.5
US.PEP260821C137000,CALL,137.0,6.6,9.1,0.797174548,143.5
US.PEP260821C138000,CALL,138.0,6.35,7.8,0.76295007,143.5
US.PEP260821C139000,CALL,139.0,5.65,7.05,0.724733206,143.5
US.PEP260821C140000,CALL,140.0,5.05,6.4,0.681130732,143.5
US.PEP260821C141000,CALL,141.0,4.5,5.65,0.639268538,143.5
US.PEP260821C142000,CALL,142.0,4.2,4.7,0.595973253,143.5
US.PEP260821C143000,CALL,143.0,3.65,4.15,0.550675823,143.5
US.PEP260821C144000,CALL,144.0,3.3,3.6,0.505278538,143.5
US.PEP260821C145000,CALL,145.0,2.72,3.1,0.458980923,143.5
US.PEP260821C146000,CALL,146.0,2.17,2.84,0.414210051,143.5
US.PEP260821C147000,CALL,147.0,2.11,2.29,0.373511961,143.5
US.PEP260821C148000,CALL,148.0,1.63,1.96,0.328202082,143.5
US.PEP260821C149000,CALL,149.0,1.34,1.8,0.293052023,143.5
US.PEP260821C150000,CALL,150.0,1.27,1.4,0.258177664,143.5
US.PEP260821C152500,CALL,152.5,0.69,0.98,0.179335398,143.5
US.PEP260821C155000,CALL,155.0,0.44,0.61,0.121911889,143.5
US.PEP260821C157500,CALL,157.5,0.0,2.44,0.103349202,143.5
US.PEP260821C160000,CALL,160.0,0.05,0.3,0.047928741,143.5
US.PEP260821C162500,CALL,162.5,0.0,0.65,0.039858415,143.5
US.PEP260821C165000,CALL,165.0,0.03,0.17,0.026801348,143.5
US.PEP260821C170000,CALL,170.0,0.01,0.13,0.017734857,143.5
US.PEP260821C175000,CALL,175.0,0.0,0.5,0.002724169,143.5
US.PEP260821C180000,CALL,180.0,0.0,0.05,0.000748862,143.5
US.PEP260821C185000,CALL,185.0,0.0,1.0,0.000165607,143.5
US.PEP260821C190000,CALL,190.0,0.0,0.94,4.3883e-05,143.5
US.PEP260821C195000,CALL,195.0,0.0,1.15,4.057e-05,143.5
US.PEP260821C200000,CALL,200.0,0.0,2.13,3.7818e-05,143.5
US.PEP260821C90000,CALL,90.0,51.8,55.9,0.988329506,143.5
US.PEP260821C95000,CALL,95.0,46.85,50.7,0.994220421,143.5
US.PEP260821P100000,PUT,100.0,0.0,0.15,-2.565e-05,143.5
US.PEP260821P105000,PUT,105.0,0.0,0.01,-0.002044362,143.5
US.PEP260821P110000,PUT,110.0,0.0,0.84,-0.008680692,143.5
US.PEP260821P115000,PUT,115.0,0.0,0.07,-0.008460993,143.5
US.PEP260821P120000,PUT,120.0,0.01,0.12,-0.014642821,143.5
US.PEP260821P123000,PUT,123.0,0.0,0.35,-0.027344481,143.5
US.PEP260821P124000,PUT,124.0,0.0,2.16,-0.031913444,143.5
US.PEP260821P125000,PUT,125.0,0.06,0.16,-0.026470004,143.5
US.PEP260821P126000,PUT,126.0,0.0,2.19,-0.042281751,143.5
US.PEP260821P127000,PUT,127.0,0.05,2.21,-0.129002423,143.5
US.PEP260821P128000,PUT,128.0,0.0,2.24,-0.034300302,143.5
US.PEP260821P129000,PUT,129.0,0.06,0.95,-0.088464625,143.5
US.PEP260821P130000,PUT,130.0,0.18,0.37,-0.063351224,143.5
US.PEP260821P131000,PUT,131.0,0.15,1.0,-0.105260368,143.5
US.PEP260821P132000,PUT,132.0,0.0,1.16,-0.071600235,143.5
US.PEP260821P133000,PUT,133.0,0.23,1.23,-0.133810667,143.5
US.PEP260821P134000,PUT,134.0,0.5,1.31,-0.158381581,143.5
US.PEP260821P135000,PUT,135.0,0.58,0.75,-0.143599541,143.5
US.PEP260821P136000,PUT,136.0,0.78,0.96,-0.175887037,143.5
US.PEP260821P137000,PUT,137.0,0.99,1.14,-0.206953505,143.5
US.PEP260821P138000,PUT,138.0,1.12,1.44,-0.24024553,143.5
US.PEP260821P139000,PUT,139.0,1.46,1.66,-0.278643764,143.5
US.PEP260821P140000,PUT,140.0,1.71,2.02,-0.318750112,143.5
US.PEP260821P141000,PUT,141.0,2.01,2.48,-0.362362322,143.5
US.PEP260821P142000,PUT,142.0,2.32,3.2,-0.408757942,143.5
US.PEP260821P143000,PUT,143.0,2.78,3.3,-0.45157598,143.5
US.PEP260821P144000,PUT,144.0,3.35,3.85,-0.497748446,143.5
US.PEP260821P145000,PUT,145.0,3.65,4.8,-0.541737274,143.5
US.PEP260821P146000,PUT,146.0,4.2,5.65,-0.582071178,143.5
US.PEP260821P147000,PUT,147.0,4.9,5.9,-0.630188381,143.5
US.PEP260821P148000,PUT,148.0,4.95,6.8,-0.684349231,143.5
US.PEP260821P149000,PUT,149.0,6.1,7.5,-0.710183203,143.5
