contract_code,option_side,strike_price,bid,ask,delta,underlying_spot
US.CPB260904C20500,CALL,20.5,1.05,4.5,0.846841377,22.96
US.CPB260904C21000,CALL,21.0,1.75,2.7,0.846271488,22.96
US.CPB260904C21500,CALL,21.5,1.4,2.3,0.775501656,22.96
US.CPB260904C22000,CALL,22.0,1.35,1.8,0.686596213,22.96
US.CPB260904C22500,CALL,22.5,1.05,1.4,0.612828726,22.96
US.CPB260904C23000,CALL,23.0,0.8,1.25,0.529556319,22.96
US.CPB260904C23500,CALL,23.5,0.15,1.05,0.428922525,22.96
US.CPB260904C24000,CALL,24.0,0.0,1.85,0.374808155,22.96
US.CPB260904C24500,CALL,24.5,0.1,1.75,0.385109119,22.96
US.CPB260904C25000,CALL,25.0,0.25,0.6,0.268398856,22.96
US.CPB260904C25500,CALL,25.5,0.15,0.45,0.209372397,22.96
US.CPB260904C26000,CALL,26.0,0.1,1.25,0.284117815,22.96
US.CPB260904C26500,CALL,26.5,0.05,2.3,0.340457203,22.96
US.CPB260904C27000,CALL,27.0,0.0,2.25,0.109139331,22.96
US.CPB260904C27500,CALL,27.5,0.0,2.25,0.08444948,22.96
US.CPB260904C28000,CALL,28.0,0.0,2.25,0.064620075,22.96
US.CPB260904C29000,CALL,29.0,0.0,2.2,0.036527026,22.96
US.CPB260904C30000,CALL,30.0,0.0,2.2,0.019803723,22.96
US.CPB260904P14000,PUT,14.0,0.0,0.7,-0.000113349,22.96
US.CPB260904P15000,PUT,15.0,0.0,2.15,-0.000247329,22.96
US.CPB260904P16000,PUT,16.0,0.0,0.9,-0.001687537,22.96
US.CPB260904P17000,PUT,17.0,0.0,0.7,-0.007167415,22.96
US.CPB260904P17500,PUT,17.5,0.0,0.9,-0.013371797,22.96
US.CPB260904P18000,PUT,18.0,0.0,0.9,-0.023270171,22.96
US.CPB260904P18500,PUT,18.5,0.0,0.9,-0.038299031,22.96
US.CPB260904P19000,PUT,19.0,0.0,2.2,-0.059597919,22.96
US.CPB260904P19500,PUT,19.5,0.05,0.5,-0.134829976,22.96
US.CPB260904P20000,PUT,20.0,0.15,0.55,-0.166677216,22.96
US.CPB260904P20500,PUT,20.5,0.2,0.5,-0.184602896,22.96
US.CPB260904P21000,PUT,21.0,0.05,0.65,-0.20715421,22.96
US.CPB260904P21500,PUT,21.5,0.25,0.85,-0.27651078,22.96
US.CPB260904P22000,PUT,22.0,0.1,1.35,-0.338011627,22.96
US.CPB260904P22500,PUT,22.5,0.3,1.55,-0.40261444,22.96
US.CPB260904P23000,PUT,23.0,0.3,2.05,-0.469417009,22.96
US.CPB260904P23500,PUT,23.5,0.6,2.3,-0.535635107,22.96
US.CPB260904P24000,PUT,24.0,0.8,2.85,-0.591416577,22.96
US.CPB260904P24500,PUT,24.5,0.3,3.4,-0.719494252,22.96
US.CPB260904P25000,PUT,25.0,2.0,3.1,-0.696513409,22.96
US.CPB260904P25500,PUT,25.5,1.5,4.7,-0.707459295,22.96
US.CPB260904P26000,PUT,26.0,1.4,5.2,-0.799605497,22.96
US.CPB260904P26500,PUT,26.5,2.2,5.7,-0.770540988,22.96
US.CPB260904P27000,PUT,27.0,2.6,6.2,-0.79424006,22.96
US.CPB260904P27500,PUT,27.5,3.1,6.8,-0.791598163,22.96
US.CPB260904P28000,PUT,28.0,3.2,7.3,-0.854630323,22.96
US.CPB260904P29000,PUT,29.0,4.1,8.3,-0.883012807,22.96
US.CPB260904P30000,PUT,30.0,5.1,9.2,-0.909936155,22.96
US.CPB260918C14000,CALL,14.0,7.6,10.9,0.945238051,22.96
US.CPB260918C15000,CALL,15.0,6.1,10.0,0.993020033,22.96
US.CPB260918C16000,CALL,16.0,5.9,7.8,0.0,22.96
US.CPB260918C17000,CALL,17.0,5.5,6.3,0.0,22.96
US.CPB260918C18000,CALL,18.0,4.6,5.2,0.0,22.96
US.CPB260918C19000,CALL,19.0,2.5,6.0,0.900037207,22.96
US.CPB260918C20000,CALL,20.0,1.8,3.9,0.0,22.96
US.CPB260918C21000,CALL,21.0,2.25,3.1,0.74829196,22.96
US.CPB260918C22000,CALL,22.0,1.65,1.8,0.673949364,22.96
US.CPB260918C23000,CALL,23.0,1.1,1.25,0.536273853,22.96
US.CPB260918C24000,CALL,24.0,0.7,0.85,0.402650647,22.96
US.CPB260918C25000,CALL,25.0,0.45,0.55,0.288899565,22.96
US.CPB260918C26000,CALL,26.0,0.25,0.35,0.194611866,22.96
US.CPB260918C27000,CALL,27.0,0.15,0.3,0.145433741,22.96
US.CPB260918C28000,CALL,28.0,0.05,0.15,0.078033419,22.96
US.CPB260918C29000,CALL,29.0,0.0,0.35,0.07281987,22.96
US.CPB260918C30000,CALL,30.0,0.0,0.15,0.054175535,22.96
US.CPB260918C31000,CALL,31.0,0.0,1.0,0.040676937,22.96
US.CPB260918C32000,CALL,32.0,0.0,0.4,0.030794227,22.96
US.CPB260918P14000,PUT,14.0,0.0,0.45,-0.000396643,22.96
US.CPB260918P15000,PUT,15.0,0.0,0.55,-0.002077372,22.96
US.CPB260918P16000,PUT,16.0,0.0,0.75,-0.007485084,22.96
US.CPB260918P17000,PUT,17.0,0.0,0.2,-0.020949458,22.96
US.CPB260918P18000,PUT,18.0,0.0,0.55,-0.048535226,22.96
US.CPB260918P19000,PUT,19.0,0.1,0.4,-0.116849068,22.96
US.CPB260918P20000,PUT,20.0,0.15,0.4,-0.147667829,22.96
US.CPB260918P21000,PUT,21.0,0.25,0.55,-0.217298031,22.96
US.CPB260918P22000,PUT,22.0,0.4,0.85,-0.324850727,22.96
US.CPB260918P23000,PUT,23.0,1.1,1.3,-0.46544537,22.96
US.CPB260918P24000,PUT,24.0,0.85,1.9,-0.665463639,22.96
US.CPB260918P25000,PUT,25.0,1.6,2.9,-0.775862241,22.96
US.CPB260918P26000,PUT,26.0,2.2,5.5,-0.678391271,22.96
US.CPB260918P27000,PUT,27.0,4.0,5.7,-0.704322688,22.96
US.CPB260918P28000,PUT,28.0,4.1,7.4,-0.738857632,22.96
US.CPB260918P29000,PUT,29.0,4.8,8.0,-0.820101602,22.96
US.CPB260918P30000,PUT,30.0,5.8,9.0,-0.830752604,22.96
US.CPB260918P31000,PUT,31.0,7.0,10.2,-0.800570401,22.96
US.CPB260918P32000,PUT,32.0,8.0,11.2,-0.808678177,22.96
US.CPB261120C14000,CALL,14.0,7.5,10.2,0.0,22.96
US.CPB261120C15000,CALL,15.0,7.2,8.5,0.0,22.96
US.CPB261120C16000,CALL,16.0,5.6,9.0,0.945153111,22.96
US.CPB261120C17000,CALL,17.0,4.6,7.7,0.0,22.96
US.CPB261120C18000,CALL,18.0,3.7,7.0,0.920146604,22.96
US.CPB261120C19000,CALL,19.0,2.9,6.4,0.84429905,22.96
US.CPB261120C20000,CALL,20.0,2.9,3.7,0.917440255,22.96
US.CPB261120C21000,CALL,21.0,2.65,3.1,0.747345246,22.96
US.CPB261120C22000,CALL,22.0,2.05,2.3,0.659574675,22.96
US.CPB261120C23000,CALL,23.0,1.5,1.8,0.557616612,22.96
US.CPB261120C24000,CALL,24.0,1.15,1.4,0.461095719,22.96
US.CPB261120C25000,CALL,25.0,0.8,1.2,0.378641365,22.96
US.CPB261120C26000,CALL,26.0,0.55,0.75,0.286339437,22.96
US.CPB261120C27000,CALL,27.0,0.4,0.6,0.227784704,22.96
US.CPB261120C28000,CALL,28.0,0.3,0.5,0.184674376,22.96
US.CPB261120C29000,CALL,29.0,0.2,0.4,0.144328185,22.96
US.CPB261120C30000,CALL,30.0,0.05,0.35,0.104245645,22.96
US.CPB261120P14000,PUT,14.0,0.0,0.3,-0.046377218,22.96
US.CPB261120P15000,PUT,15.0,0.0,1.05,-0.058809936,22.96
US.CPB261120P16000,PUT,16.0,0.05,1.15,-0.119236855,22.96
US.CPB261120P17000,PUT,17.0,0.0,0.25,-0.074818567,22.96
US.CPB261120P18000,PUT,18.0,0.05,0.5,-0.103336768,22.96
US.CPB261120P19000,PUT,19.0,0.45,0.55,-0.161639534,22.96
US.CPB261120P20000,PUT,20.0,0.65,0.8,-0.219384157,22.96
US.CPB261120P21000,PUT,21.0,0.8,1.1,-0.282136511,22.96
US.CPB261120P22000,PUT,22.0,1.3,1.5,-0.363101661,22.96
US.CPB261120P23000,PUT,23.0,1.45,2.0,-0.445601767,22.96
US.CPB261120P24000,PUT,24.0,2.35,2.55,-0.522653326,22.96
US.CPB261120P25000,PUT,25.0,2.9,3.5,-0.588498996,22.96
US.CPB261120P26000,PUT,26.0,3.7,4.2,-0.649876778,22.96
US.CPB261120P27000,PUT,27.0,3.6,6.8,-0.64740534,22.96
US.CPB261120P28000,PUT,28.0,4.5,7.7,-0.677613392,22.96
US.CPB261120P29000,PUT,29.0,5.4,8.6,-0.704920736,22.96
US.CPB261120P30000,PUT,30.0,5.9,9.0,-0.803431494,22.96
US.LULU260731C100000,CALL,100.0,18.15,20.4,0.957171625,119.03
US.LULU260731C101000,CALL,101.0,17.55,19.4,0.932164574,119.03
US.LULU260731C102000,CALL,102.0,16.55,18.45,0.926659543,119.03
US.LULU260731C103000,CALL,103.0,15.55,18.05,0.896076536,119.03
US.LULU260731C104000,CALL,104.0,14.55,17.05,0.891473895,119.03
US.LULU260731C105000,CALL,105.0,13.2,15.4,0.9420091,119.03
US.LULU260731C106000,CALL,106.0,12.2,14.45,0.934881517,119.03
US.LULU260731C107000,CALL,107.0,11.55,13.45,0.906460547,119.03
US.LULU260731C108000,CALL,108.0,10.55,12.3,0.911167342,119.03
US.LULU260731C109000,CALL,109.0,9.25,11.45,0.917418491,119.03
US.LULU260731C110000,CALL,110.0,8.45,10.45,0.894759877,119.03
US.LULU260731C111000,CALL,111.0,7.7,9.55,0.861415148,119.03
US.LULU260731C112000,CALL,112.0,6.55,8.6,0.857389824,119.03
US.LULU260731C113000,CALL,113.0,5.55,7.65,0.840760814,119.03
US.LULU260731C114000,CALL,114.0,5.0,5.8,0.861106928,119.03
US.LULU260731C115000,CALL,115.0,4.25,4.9,0.808066274,119.03
US.LULU260731C116000,CALL,116.0,3.45,4.1,0.749381273,119.03
US.LULU260731C117000,CALL,117.0,2.85,3.25,0.678380019,119.03
US.LULU260731C118000,CALL,118.0,2.16,2.53,0.600996409,119.03
US.LULU260731C119000,CALL,119.0,1.68,1.94,0.512161579,119.03
US.LULU260731C120000,CALL,120.0,1.18,1.48,0.422364237,119.03
US.LULU260731C121000,CALL,121.0,0.79,1.3,0.345116836,119.03
US.LULU260731C122000,CALL,122.0,0.58,0.83,0.264052865,119.03
US.LULU260731C123000,CALL,123.0,0.39,0.6,0.200042635,119.03
US.LULU260731C124000,CALL,124.0,0.3,0.42,0.152175954,119.03
US.LULU260731C125000,CALL,125.0,0.21,0.33,0.117040227,119.03
US.LULU260731C126000,CALL,126.0,0.09,0.28,0.084746439,119.03
US.LULU260731C127000,CALL,127.0,0.06,0.23,0.066571128,119.03
US.LULU260731C128000,CALL,128.0,0.05,0.16,0.049541544,119.03
US.LULU260731C129000,CALL,129.0,0.02,0.17,0.0430852,119.03
US.LULU260731C130000,CALL,130.0,0.05,0.22,0.051776183,119.03
US.LULU260731C131000,CALL,131.0,0.03,0.18,0.041004456,119.03
US.LULU260731C132000,CALL,132.0,0.02,0.1,0.025832201,119.03
US.LULU260731C133000,CALL,133.0,0.0,0.75,0.087630311,119.03
US.LULU260731C134000,CALL,134.0,0.01,0.15,0.029006273,119.03
US.LULU260731C135000,CALL,135.0,0.0,0.22,0.035087581,119.03
US.LULU260731C136000,CALL,136.0,0.0,0.94,0.078366627,119.03
US.LULU260731C137000,CALL,137.0,0.0,0.92,0.06883514,119.03
US.LULU260731C138000,CALL,138.0,0.0,0.62,0.033416783,119.03
US.LULU260731C139000,CALL,139.0,0.0,0.82,0.021618375,119.03
US.LULU260731C140000,CALL,140.0,0.0,0.1,0.016161341,119.03
US.LULU260731C141000,CALL,141.0,0.0,0.18,0.071164753,119.03
US.LULU260731C142000,CALL,142.0,0.0,0.88,0.025779154,119.03
US.LULU260731C145000,CALL,145.0,0.0,0.1,0.023800704,119.03
US.LULU260731C150000,CALL,150.0,0.0,0.5,0.019602729,119.03
US.LULU260731C155000,CALL,155.0,0.0,0.1,0.011236375,119.03
US.LULU260731C160000,CALL,160.0,0.0,0.07,0.010320524,119.03
US.LULU260731C165000,CALL,165.0,0.0,0.04,0.009583307,119.03
US.LULU260731C75000,CALL,75.0,43.15,45.75,0.969820644,119.03
US.LULU260731C80000,CALL,80.0,38.15,41.0,0.959196436,119.03
US.LULU260731C85000,CALL,85.0,33.25,36.0,0.950833594,119.03
US.LULU260731C90000,CALL,90.0,28.25,30.4,0.965396676,119.03
US.LULU260731C95000,CALL,95.0,23.15,26.0,0.937817317,119.03
US.LULU260731C99000,CALL,99.0,19.55,22.05,0.911129916,119.03
US.LULU260731P100000,PUT,100.0,0.01,0.11,-0.016413975,119.03
US.LULU260731P101000,PUT,101.0,0.0,0.25,-0.006444197,119.03
US.LULU260731P102000,PUT,102.0,0.0,0.81,-0.009320401,119.03
US.LULU260731P103000,PUT,103.0,0.0,0.4,-0.016558951,119.03
US.LULU260731P104000,PUT,104.0,0.02,0.13,-0.023646863,119.03
US.LULU260731P105000,PUT,105.0,0.01,0.25,-0.037117694,119.03
US.LULU260731P106000,PUT,106.0,0.0,0.57,-0.022534215,119.03
US.LULU260731P107000,PUT,107.0,0.02,0.26,-0.043993432,119.03
US.LULU260731P108000,PUT,108.0,0.0,0.18,-0.01906134,119.03
US.LULU260731P109000,PUT,109.0,0.03,0.4,-0.066939123,119.03
US.LULU260731P110000,PUT,110.0,0.05,0.34,-0.067649453,119.03
US.LULU260731P111000,PUT,111.0,0.0,0.64,-0.061892862,119.03
US.LULU260731P112000,PUT,112.0,0.13,0.23,-0.076307612,119.03
US.LULU260731P113000,PUT,113.0,0.19,0.34,-0.10676917,119.03
US.LULU260731P114000,PUT,114.0,0.21,0.46,-0.135927291,119.03
US.LULU260731P115000,PUT,115.0,0.35,0.62,-0.185164193,119.03
US.LULU260731P116000,PUT,116.0,0.6,0.81,-0.248178252,119.03
US.LULU260731P117000,PUT,117.0,0.82,1.04,-0.315208586,119.03
US.LULU260731P118000,PUT,118.0,1.15,1.51,-0.400861879,119.03
US.LULU260731P119000,PUT,119.0,1.56,1.87,-0.488038585,119.03
US.LULU260731P120000,PUT,120.0,2.1,2.49,-0.576929257,119.03
US.LULU260731P121000,PUT,121.0,2.64,3.25,-0.659804671,119.03
US.LULU260731P122000,PUT,122.0,3.35,3.95,-0.736762395,119.03
US.LULU260731P123000,PUT,123.0,4.15,4.75,-0.799116073,119.03
US.LULU260731P124000,PUT,124.0,4.95,5.75,-0.839122751,119.03
US.LULU260731P125000,PUT,125.0,5.1,6.85,-0.987159328,119.03
US.LULU260731P126000,PUT,126.0,5.8,8.05,0.0,119.03
US.LULU260731P127000,PUT,127.0,6.75,8.8,0.0,119.03
US.LULU260731P128000,PUT,128.0,7.45,10.05,0.0,119.03
US.LULU260731P129000,PUT,129.0,8.7,10.75,0.0,119.03
US.LULU260731P130000,PUT,130.0,9.65,12.4,-0.967688836,119.03
US.LULU260731P131000,PUT,131.0,10.65,12.9,0.0,119.03
US.LULU260731P132000,PUT,132.0,11.65,14.0,0.0,119.03
US.LULU260731P133000,PUT,133.0,12.65,14.9,0.0,119.03
US.LULU260731P134000,PUT,134.0,13.0,16.25,0.0,119.03
US.LULU260731P135000,PUT,135.0,14.0,17.55,0.0,119.03
US.LULU260731P136000,PUT,136.0,15.65,17.85,0.0,119.03
US.LULU260731P137000,PUT,137.0,16.35,19.1,0.0,119.03
US.LULU260731P138000,PUT,138.0,17.65,19.5,0.0,119.03
US.LULU260731P139000,PUT,139.0,18.65,20.8,0.0,119.03
US.LULU260731P140000,PUT,140.0,19.65,21.85,0.0,119.03
US.LULU260731P141000,PUT,141.0,20.65,23.2,0.0,119.03
US.LULU260731P142000,PUT,142.0,21.2,24.25,0.0,119.03
US.LULU260731P145000,PUT,145.0,24.2,27.3,0.0,119.03
US.LULU260731P150000,PUT,150.0,29.65,32.2,0.0,119.03
US.LULU260731P155000,PUT,155.0,34.65,37.25,0.0,119.03
US.LULU260731P160000,PUT,160.0,39.35,42.25,0.0,119.03
US.LULU260731P165000,PUT,165.0,44.2,47.25,0.0,119.03
US.LULU260731P75000,PUT,75.0,0.0,0.02,-3.0863e-05,119.03
US.LULU260731P80000,PUT,80.0,0.0,0.05,-3.5498e-05,119.03
US.LULU260731P85000,PUT,85.0,0.0,0.07,-0.004007431,119.03
US.LULU260731P90000,PUT,90.0,0.0,0.87,-4.9054e-05,119.03
US.LULU260731P95000,PUT,95.0,0.0,0.87,-0.013350284,119.03
US.LULU260731P99000,PUT,99.0,0.01,0.43,-0.040311266,119.03
US.LULU260807C100000,CALL,100.0,17.55,20.7,0.998685338,119.03
US.LULU260807C101000,CALL,101.0,17.3,19.6,0.943018087,119.03
US.LULU260807C102000,CALL,102.0,16.3,19.25,0.908580463,119.03
US.LULU260807C103000,CALL,103.0,15.3,17.65,0.934920148,119.03
US.LULU260807C104000,CALL,104.0,14.5,17.3,0.889944251,119.03
US.LULU260807C105000,CALL,105.0,13.5,15.7,0.913564157,119.03
US.LULU260807C106000,CALL,106.0,12.6,14.75,0.900870349,119.03
US.LULU260807C107000,CALL,107.0,11.3,13.85,0.907336712,119.03
US.LULU260807C108000,CALL,108.0,10.7,12.9,0.876158675,119.03
US.LULU260807C109000,CALL,109.0,9.85,12.0,0.856375912,119.03
US.LULU260807C110000,CALL,110.0,8.5,11.15,0.857782562,119.03
US.LULU260807C111000,CALL,111.0,8.1,10.25,0.814434588,119.03
US.LULU260807C112000,CALL,112.0,7.3,9.45,0.785962735,119.03
US.LULU260807C113000,CALL,113.0,6.55,8.9,0.747583221,119.03
US.LULU260807C114000,CALL,114.0,5.85,8.15,0.714385878,119.03
US.LULU260807C115000,CALL,115.0,5.6,6.2,0.697050768,119.03
US.LULU260807C116000,CALL,116.0,4.95,5.5,0.655916861,119.03
US.LULU260807C117000,CALL,117.0,4.4,4.9,0.611112577,119.03
US.LULU260807C118000,CALL,118.0,3.75,4.35,0.566775112,119.03
US.LULU260807C119000,CALL,119.0,3.35,3.8,0.521075877,119.03
US.LULU260807C120000,CALL,120.0,2.89,3.3,0.475727908,119.03
US.LULU260807C121000,CALL,121.0,2.47,2.79,0.429919516,119.03
US.LULU260807C122000,CALL,122.0,2.1,2.4,0.385994599,119.03
US.LULU260807C123000,CALL,123.0,1.82,2.21,0.349296886,119.03
US.LULU260807C124000,CALL,124.0,1.54,1.73,0.305216579,119.03
US.LULU260807C125000,CALL,125.0,1.3,1.5,0.27001172,119.03
US.LULU260807C126000,CALL,126.0,0.05,1.27,0.17861121,119.03
US.LULU260807C127000,CALL,127.0,0.7,1.08,0.195218049,119.03
US.LULU260807C128000,CALL,128.0,0.7,1.05,0.18326717,119.03
US.LULU260807C129000,CALL,129.0,0.58,0.76,0.150882528,119.03
US.LULU260807C130000,CALL,130.0,0.51,0.63,0.131002893,119.03
US.LULU260807C131000,CALL,131.0,0.37,0.55,0.109995145,119.03
US.LULU260807C132000,CALL,132.0,0.32,0.46,0.094928845,119.03
US.LULU260807C133000,CALL,133.0,0.26,0.4,0.08172684,119.03
US.LULU260807C134000,CALL,134.0,0.01,0.69,0.081554838,119.03
US.LULU260807C135000,CALL,135.0,0.01,0.3,0.045049673,119.03
US.LULU260807C140000,CALL,140.0,0.0,0.16,0.035172211,119.03
US.LULU260807C145000,CALL,145.0,0.01,0.1,0.01508852,119.03
US.LULU260807C150000,CALL,150.0,0.0,0.15,0.018821003,119.03
US.LULU260807C155000,CALL,155.0,0.0,0.91,0.013022705,119.03
US.LULU260807C160000,CALL,160.0,0.0,0.59,0.007781863,119.03
US.LULU260807C165000,CALL,165.0,0.0,0.09,0.013945743,119.03
US.LULU260807C75000,CALL,75.0,43.2,45.95,0.966407198,119.03
US.LULU260807C80000,CALL,80.0,38.2,41.1,0.958437699,119.03
US.LULU260807C85000,CALL,85.0,33.4,36.1,0.947555371,119.03
US.LULU260807C90000,CALL,90.0,28.45,30.5,0.958635878,119.03
US.LULU260807C95000,CALL,95.0,23.25,25.5,0.961476203,119.03
US.LULU260807C99000,CALL,99.0,19.3,22.05,0.926344163,119.03
US.LULU260807P100000,PUT,100.0,0.05,0.33,-0.037842746,119.03
US.LULU260807P101000,PUT,101.0,0.0,0.67,-0.033804618,119.03
US.LULU260807P102000,PUT,102.0,0.0,0.3,-0.037713724,119.03
US.LULU260807P103000,PUT,103.0,0.01,1.09,-0.086275519,119.03
US.LULU260807P104000,PUT,104.0,0.03,0.18,-0.030066159,119.03
US.LULU260807P105000,PUT,105.0,0.15,0.5,-0.068418946,119.03
US.LULU260807P106000,PUT,106.0,0.2,0.35,-0.064818057,119.03
US.LULU260807P107000,PUT,107.0,0.26,0.42,-0.078480661,119.03
US.LULU260807P108000,PUT,108.0,0.34,0.6,-0.101221545,119.03
US.LULU260807P109000,PUT,109.0,0.44,0.76,-0.123557413,119.03
US.LULU260807P110000,PUT,110.0,0.56,0.91,-0.14664453,119.03
US.LULU260807P111000,PUT,111.0,0.72,0.89,-0.164020115,119.03
US.LULU260807P112000,PUT,112.0,0.87,1.09,-0.193059304,119.03
US.LULU260807P113000,PUT,113.0,0.73,1.32,-0.212124467,119.03
US.LULU260807P114000,PUT,114.0,1.25,1.6,-0.261107585,119.03
US.LULU260807P115000,PUT,115.0,1.37,1.89,-0.296064078,119.03
US.LULU260807P116000,PUT,116.0,1.93,2.19,-0.34326302,119.03
US.LULU260807P117000,PUT,117.0,2.3,2.61,-0.387827626,119.03
US.LULU260807P118000,PUT,118.0,2.74,3.15,-0.433997677,119.03
US.LULU260807P119000,PUT,119.0,3.1,3.55,-0.479724386,119.03
US.LULU260807P120000,PUT,120.0,3.75,4.1,-0.525399822,119.03
US.LULU260807P121000,PUT,121.0,3.85,4.75,-0.576731248,119.03
US.LULU260807P122000,PUT,122.0,4.8,5.45,-0.614350208,119.03
US.LULU260807P123000,PUT,123.0,5.5,6.15,-0.654455321,119.03
US.LULU260807P124000,PUT,124.0,6.15,6.85,-0.695821741,119.03
US.LULU260807P125000,PUT,125.0,6.6,7.9,-0.732396109,119.03
US.LULU260807P126000,PUT,126.0,7.05,8.7,-0.781641127,119.03
US.LULU260807P127000,PUT,127.0,7.45,9.35,-0.854831684,119.03
US.LULU260807P128000,PUT,128.0,8.3,10.55,-0.859590224,119.03
US.LULU260807P129000,PUT,129.0,9.15,11.2,-0.911802058,119.03
US.LULU260807P130000,PUT,130.0,10.05,12.2,-0.927954792,119.03
US.LULU260807P131000,PUT,131.0,10.95,13.15,-0.951653614,119.03
US.LULU260807P132000,PUT,132.0,11.9,14.05,-0.988712714,119.03
US.LULU260807P133000,PUT,133.0,12.85,15.0,0.0,119.03
US.LULU260807P134000,PUT,134.0,13.8,16.0,0.0,119.03
US.LULU260807P135000,PUT,135.0,14.75,16.95,0.0,119.03
US.LULU260807P140000,PUT,140.0,19.65,21.9,0.0,119.03
US.LULU260807P145000,PUT,145.0,24.65,26.9,0.0,119.03
US.LULU260807P150000,PUT,150.0,29.0,32.7,0.0,119.03
US.LULU260807P155000,PUT,155.0,34.65,36.95,0.0,119.03
US.LULU260807P160000,PUT,160.0,39.65,41.9,0.0,119.03
US.LULU260807P165000,PUT,165.0,44.65,46.95,0.0,119.03
US.LULU260807P75000,PUT,75.0,0.0,0.04,-0.005412079,119.03
US.LULU260807P80000,PUT,80.0,0.0,0.04,-0.008125436,119.03
US.LULU260807P85000,PUT,85.0,0.0,0.07,-0.011427943,119.03
US.LULU260807P90000,PUT,90.0,0.0,0.1,-0.01556277,119.03
US.LULU260807P95000,PUT,95.0,0.0,0.06,-0.009727965,119.03
US.LULU260807P99000,PUT,99.0,0.0,0.76,-0.026165463,119.03
US.LULU260814C100000,CALL,100.0,18.5,20.7,0.93741561,119.03
US.LULU260814C101000,CALL,101.0,17.55,19.85,0.925227289,119.03
US.LULU260814C102000,CALL,102.0,16.6,19.2,0.904804488,119.03
US.LULU260814C103000,CALL,103.0,15.8,18.0,0.900892565,119.03
US.LULU260814C104000,CALL,104.0,14.75,17.05,0.896625556,119.03
US.LULU260814C105000,CALL,105.0,14.3,16.15,0.86668567,119.03
US.LULU260814C106000,CALL,106.0,13.05,15.25,0.866098046,119.03
US.LULU260814C107000,CALL,107.0,12.1,14.4,0.852129333,119.03
US.LULU260814C108000,CALL,108.0,11.25,13.5,0.835731163,119.03
US.LULU260814C109000,CALL,109.0,10.6,12.7,0.809355958,119.03
US.LULU260814C110000,CALL,110.0,9.75,11.9,0.789046339,119.03
US.LULU260814C111000,CALL,111.0,9.0,11.1,0.7655007,119.03
US.LULU260814C112000,CALL,112.0,8.65,11.05,0.719829353,119.03
US.LULU260814C113000,CALL,113.0,7.7,8.85,0.72566019,119.03
US.LULU260814C114000,CALL,114.0,7.1,8.15,0.69382461,119.03
US.LULU260814C115000,CALL,115.0,6.4,7.5,0.662805675,119.03
US.LULU260814C116000,CALL,116.0,5.95,6.85,0.628524345,119.03
US.LULU260814C117000,CALL,117.0,5.25,6.3,0.595781653,119.03
US.LULU260814C118000,CALL,118.0,4.85,5.7,0.561400647,119.03
US.LULU260814C119000,CALL,119.0,4.35,5.15,0.527282037,119.03
US.LULU260814C120000,CALL,120.0,3.75,4.65,0.492356579,119.03
US.LULU260814C121000,CALL,121.0,3.55,4.2,0.459900391,119.03
US.LULU260814C122000,CALL,122.0,3.05,3.75,0.425155969,119.03
US.LULU260814C123000,CALL,123.0,2.82,3.35,0.394218281,119.03
US.LULU260814C124000,CALL,124.0,2.5,2.79,0.358973197,119.03
US.LULU260814C125000,CALL,125.0,2.16,2.53,0.328577218,119.03
US.LULU260814C126000,CALL,126.0,1.87,2.27,0.299458413,119.03
US.LULU260814C127000,CALL,127.0,1.57,2.03,0.27052199,119.03
US.LULU260814C128000,CALL,128.0,1.31,1.79,0.242516743,119.03
US.LULU260814C129000,CALL,129.0,1.16,1.58,0.219371638,119.03
US.LULU260814C130000,CALL,130.0,1.06,1.4,0.199679521,119.03
US.LULU260814C135000,CALL,135.0,0.47,0.76,0.112650404,119.03
US.LULU260814C140000,CALL,140.0,0.01,0.86,0.077703382,119.03
US.LULU260814C145000,CALL,145.0,0.05,0.25,0.032375547,119.03
US.LULU260814C150000,CALL,150.0,0.0,0.21,0.068532845,119.03
US.LULU260814C155000,CALL,155.0,0.0,0.81,0.053062242,119.03
US.LULU260814C160000,CALL,160.0,0.0,0.98,0.003646755,119.03
US.LULU260814C165000,CALL,165.0,0.0,0.94,0.001445604,119.03
US.LULU260814C75000,CALL,75.0,43.25,46.15,0.963209767,119.03
US.LULU260814C80000,CALL,80.0,38.5,41.15,0.952909596,119.03
US.LULU260814C85000,CALL,85.0,32.4,36.2,0.982898072,119.03
US.LULU260814C90000,CALL,90.0,28.45,31.2,0.939668534,119.03
US.LULU260814C95000,CALL,95.0,23.4,26.25,0.930256696,119.03
US.LULU260814C99000,CALL,99.0,19.1,22.05,0.942098472,119.03
US.LULU260814P100000,PUT,100.0,0.11,0.47,-0.050342394,119.03
US.LULU260814P101000,PUT,101.0,0.01,1.19,-0.083369683,119.03
US.LULU260814P102000,PUT,102.0,0.01,0.58,-0.055462112,119.03
US.LULU260814P103000,PUT,103.0,0.01,0.92,-0.077604764,119.03
US.LULU260814P104000,PUT,104.0,0.34,0.88,-0.095638877,119.03
US.LULU260814P105000,PUT,105.0,0.42,0.67,-0.09376203,119.03
US.LULU260814P106000,PUT,106.0,0.51,0.78,-0.108627683,119.03
US.LULU260814P107000,PUT,107.0,0.63,0.92,-0.126568973,119.03
US.LULU260814P108000,PUT,108.0,0.76,1.08,-0.146005176,119.03
